Date,Starting_Capital,Ending_Capital,CE_PnL,PE_PnL,Total_PnL,Return_Pct,Trades_Count,Sold_Leg,Slope_CE,Slope_PE,Strike
2023-04-05,120289.75,122880.0,0.0,2590.25,2590.25,2.15334224237726,1,PE,19.2,-25.25,17450
2023-04-06,122880.0,121739.25,-1140.75,0.0,-1140.75,-0.9283447265625,1,CE,-2.65,0.7,17550
2023-04-10,121739.25,120663.5,0.0,-1075.75,-1075.75,-0.8836509178428484,1,PE,2.0,-16.2,17650
2023-04-11,120663.5,119841.25,0.0,-822.25,-822.25,-0.6814405350416655,1,PE,10.4,-13.5,17700
2023-04-12,119841.25,119145.75,0.0,-695.5,-695.5,-0.5803510894621009,1,PE,15.0,-14.7,17750
2023-04-13,119145.75,118752.5,0.0,-393.25,-393.25,-0.3300579332456256,1,PE,2.65,-12.15,17800
2023-04-17,118752.5,117501.25,-1251.25,0.0,-1251.25,-1.053662028167828,1,CE,-62.95,38.4,17650
2023-04-18,117501.25,119454.5,1953.25,0.0,1953.25,1.6623227412474337,1,CE,-10.0,5.45,17700
2023-04-19,119454.5,118794.75,-659.75,0.0,-659.75,-0.5523023410587294,1,CE,-2.75,-1.95,17650
2023-04-20,118794.75,118447.0,0.0,-347.75,-347.75,-0.29273179159853446,1,PE,21.9,-23.45,17650
2023-04-21,118447.0,118700.5,253.5,0.0,253.5,0.21401977255650206,1,CE,-16.25,7.0,17650
2023-04-24,118700.5,117683.25,-1017.25,0.0,-1017.25,-0.8569888079662681,1,CE,-25.45,21.35,17650
2023-04-25,117683.25,119110.0,0.0,1426.75,1426.75,1.212364546356427,1,PE,-2.4,-3.1,17750
2023-04-26,119110.0,118213.0,-897.0,0.0,-897.0,-0.7530853832591722,1,CE,-23.7,6.85,17700
2023-04-27,118213.0,120816.25,0.0,2603.25,2603.25,2.202168966188152,1,PE,7.75,-22.2,17850
2023-04-28,120816.25,119383.0,-1433.25,0.0,-1433.25,-1.1863056501091533,1,CE,-25.15,13.7,17900
2023-05-02,119383.0,119314.75,0.0,-68.25,-68.25,-0.05716894365194375,1,PE,4.45,-8.45,18150
2023-05-03,119314.75,118281.25,-1033.5,0.0,-1033.5,-0.8661963420281231,1,CE,-5.5,-2.45,18050
2023-05-04,118281.25,119925.75,0.0,1644.5,1644.5,1.3903302509907531,1,PE,11.35,-23.9,18100
2023-05-05,119925.75,118824.0,0.0,-1101.75,-1101.75,-0.9186934415669695,1,PE,3.15,-15.4,18200
2023-05-08,118824.0,120640.75,0.0,1816.75,1816.75,1.528941964586279,1,PE,21.95,-39.05,18200
2023-05-09,120640.75,119916.0,0.0,-724.75,-724.75,-0.600750575572516,1,PE,7.9,-11.7,18300
2023-05-10,119916.0,118911.75,-1004.25,0.0,-1004.25,-0.8374612228559992,1,CE,-27.45,22.1,18250
2023-05-11,118911.75,118239.0,-672.75,0.0,-672.75,-0.5657556969769598,1,CE,-17.9,7.55,18300
2023-05-12,118239.0,116952.0,-1287.0,0.0,-1287.0,-1.0884733463578007,1,CE,-28.8,19.15,18200
2023-05-15,116952.0,118180.5,0.0,1228.5,1228.5,1.0504309460291401,1,PE,21.25,-34.7,18350
2023-05-16,118180.5,117273.75,0.0,-906.75,-906.75,-0.7672585578839148,1,PE,1.45,-5.65,18400
